YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,DATA_SOURCE_DESCRIPTION
2014,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,10.41552973,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2013,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,5.641637006,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2012,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,4.42106279,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2011,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,4.727058229,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2010,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,7.586792373,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2009,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,11.17512685,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2008,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,15.30387524,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2007,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,9.52868569,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2006,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,7.012773802,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2005,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,9.971178906,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2004,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,13.75547384,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2003,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,9.532283008,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2002,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,9.060000892,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2001,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,4.216173951,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2000,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,6.991029687,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1999,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,7.190206298,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1998,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,15.16814229,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1997,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,8.987897401,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1996,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,3.305256651,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1995,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,5.038570325,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1994,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,5.254740563,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1993,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,8.745223727,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1992,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,4.760839954,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1991,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,5.937730699,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1990,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,7.144095355,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1989,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,7.387358211,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1988,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,6.943522166,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1987,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,11.6159008,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1986,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,13.97915989,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1985,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,9.489106255,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1984,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,14.15736481,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1983,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,9.506523653,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1982,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,NA,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1981,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,NA,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
1980,Annual_Red_King_Crab_Recruit_Abundance_BBRKC_Survey,NA,RACE Bottom Trawl Survey,AFSC RACEBASE,Annual_Red_King_Crab_Recruit_Biomass_BBRKC_Model,BBRKC recruit biomass (110-134 mm CL) was estimated from the EBS bottom trawl survey catch data.,Ecosystem,Upper Trophic,Jon Richar,Annually,N,Eastern Bering Sea,N,Annual red king crab recruit biomass (110-134 mm CL) in Bristol Bay from the AFSC eastern Bering Sea bottom trawl survey,Bristol Bay Red King Crab,2020,2020,NA,2022,1,1,# Crab (millions),12,NA,NA,NA,NA,NA,NA,NA
2021,Annual_Red_King_Crab_TAC_Utilization_BBRKC_Fishery,NA,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_TAC_Utilization_BBRKC_Fishery,"TAC Utilization (%): Percentage of the annual BBRKC TAC (GHL prior to 2005) that was harvested by active vessels, including deadloss discarded at landing.",Socioeconomic,Economic,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Percentage of annual Bristol Bay red king crab total allowable catch that was harvested by active vessels,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,% TAC,21,NA,NA,NA,NA,NA,NA,NA
2020,Annual_Red_King_Crab_TAC_Utilization_BBRKC_Fishery,105,AKFIN Comprehensive Fish Tickets Datamart,AKFIN,Annual_Red_King_Crab_TAC_Utilization_BBRKC_Fishery,"TAC Utilization (%): Percentage of the annual BBRKC TAC (GHL prior to 2005) that was harvested by active vessels, including deadloss discarded at landing.",Socioeconomic,Economic,Brian Garber-Yonts,Annually,N,Aleutian Islands,N,Percentage of annual Bristol Bay red king crab total allowable catch that was harvested by active vessels,Bristol Bay Red King Crab,2020,2020,NA,NA,1,1,% TAC,21,NA,NA,NA,NA,NA,NA,NA
